UniqueID,run_name,run_order,sample,group,Samplepath,Blank1,Blank2,abs
BLANK1,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001ABS.dat
BLANK2,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001ABS.dat
BLANK1,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group001Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group001Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group001Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001ABS.dat
BLANK1,RRCoral_1,,Blank,,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001ABS.dat
BLANK2,RRCoral_1,,Blank,,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group003Sample0001ABS.dat
BLANK3,RRCoral_1,,Blank,,RRCoral_1/Group004Sample0001BEM.dat,RRCoral_1/Group002Sample0001BEM.dat,RRCoral_1/Group003Sample0001BEM.dat,RRCoral_1/Group004Sample0001ABS.dat
BLANK1,RRCoral_2,,Blank,,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group001Sample0001ABS.dat
BLANK2,RRCoral_2,,Blank,,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group002Sample0001ABS.dat
BLANK3,RRCoral_2,,Blank,,RRCoral_2/Group003Sample0001BEM.dat,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group003Sample0001ABS.dat
BLANK4,RRCoral_2,,Blank,,RRCoral_2/Group004Sample0001BEM.dat,RRCoral_2/Group001Sample0001BEM.dat,RRCoral_2/Group002Sample0001BEM.dat,RRCoral_2/Group004Sample0001ABS.dat
BLANK1,spiffy,,Blank,,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001ABS.dat
BLANK2,spiffy,,Blank,,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001ABS.dat
BLANK3,spiffy,,Blank,,spiffy/Group003Sample0001BEM.dat,spiffy/Group001Sample0001BEM.dat,spiffy/Group002Sample0001BEM.dat,spiffy/Group003Sample0001ABS.dat
BLANK1,spiffy_lang,,Blank,,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group006Sample0001ABS.dat
BLANK2,spiffy_lang,,Blank,,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group002Sample0001ABS.dat
BLANK3,spiffy_lang,,Blank,,spiffy_lang/Group003Sample0001BEM.dat,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group003Sample0001ABS.dat
BLANK4,spiffy_lang,,Blank,,spiffy_lang/Group004Sample0001BEM.dat,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group004Sample0001ABS.dat
BLANK5,spiffy_lang,,Blank,,spiffy_lang/Group005Sample0001BEM.dat,spiffy_lang/Group006Sample0001BEM.dat,spiffy_lang/Group002Sample0001BEM.dat,spiffy_lang/Group005Sample0001ABS.dat
BLANK1,diel_run1,,Blank,,diel_run1/Group001Sample0001BEM.dat,diel_run1/Group002Sample0001BEM.dat,diel_run1/Group003Sample0001BEM.dat,diel_run1/Group001Sample0001ABS.dat
BLANK2,diel_run1,,Blank,,diel_run1/Group002Sample0001BEM.dat,diel_run1/Group003Sample0001BEM.dat,diel_run1/Group005Sample0001BEM.dat,diel_run1/Group002Sample0001ABS.dat
BLANK3,diel_run1,,Blank,,diel_run1/Group003Sample0001BEM.dat,diel_run1/Group005Sample0001BEM.dat,diel_run1/Group001Sample0001BEM.dat,diel_run1/Group003Sample0001ABS.dat
BLANK4,diel_run1,,Blank,,diel_run1/Group005Sample0001BEM.dat,diel_run1/Group001Sample0001BEM.dat,diel_run1/Group002Sample0001BEM.dat,diel_run1/Group005Sample0001ABS.dat
BLANK1,diel_run2,,Blank,,diel_run2/Group001Sample0001BEM.dat,diel_run2/Group003Sample0001BEM.dat,diel_run2/Group004Sample0001BEM.dat,diel_run2/Group001Sample0001ABS.dat
BLANK2,diel_run2,,Blank,,diel_run2/Group003Sample0001BEM.dat,diel_run2/Group004Sample0001BEM.dat,diel_run2/Group005Sample0001BEM.dat,diel_run2/Group003Sample0001ABS.dat
BLANK3,diel_run2,,Blank,,diel_run2/Group004Sample0001BEM.dat,diel_run2/Group005Sample0001BEM.dat,diel_run2/Group006Sample0001BEM.dat,diel_run2/Group004Sample0001ABS.dat
BLANK4,diel_run2,,Blank,,diel_run2/Group005Sample0001BEM.dat,diel_run2/Group006Sample0001BEM.dat,diel_run2/Group001Sample0001BEM.dat,diel_run2/Group005Sample0001ABS.dat
BLANK5,diel_run2,,Blank,,diel_run2/Group006Sample0001BEM.dat,diel_run2/Group001Sample0001BEM.dat,diel_run2/Group003Sample0001BEM.dat,diel_run2/Group006Sample0001ABS.dat
BLANK1,aroundtheisland_run1,,Blank,,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group003Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run1,,Blank,,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group003Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run1,,Blank,,aroundtheisland_run1/Group003Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group003Sample0001ABS.dat
BLANK1,aroundtheisland_run2,,Blank,,aroundtheisland_run2/Group001Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run2,,Blank,,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group004Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run2,,Blank,,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group004Sample0001BEM.dat,aroundtheisland_run2/Group001Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run2,,Blank,,aroundtheisland_run2/Group004Sample0001BEM.dat,aroundtheisland_run2/Group001Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group004Sample0001ABS.dat
BLANK1,aroundtheisland_run3,,Blank,,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group003Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run3,,Blank,,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group003Sample0001BEM.dat,aroundtheisland_run3/Group004Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run3,,Blank,,aroundtheisland_run3/Group003Sample0001BEM.dat,aroundtheisland_run3/Group004Sample0001BEM.dat,aroundtheisland_run3/Group005Sample0001BEM.dat,aroundtheisland_run3/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run3,,Blank,,aroundtheisland_run3/Group004Sample0001BEM.dat,aroundtheisland_run3/Group005Sample0001BEM.dat,aroundtheisland_run3/Group006Sample0001BEM.dat,aroundtheisland_run3/Group004Sample0001ABS.dat
BLANK5,aroundtheisland_run3,,Blank,,aroundtheisland_run3/Group005Sample0001BEM.dat,aroundtheisland_run3/Group006Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group005Sample0001ABS.dat
BLANK6,aroundtheisland_run3,,Blank,,aroundtheisland_run3/Group006Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group006Sample0001ABS.dat
BLANK7,aroundtheisland_run3,,Blank,,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group002Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001ABS.dat
BLANK1,aroundtheisland_run4,,Blank,,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run4,,Blank,,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run4,,Blank,,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001ABS.dat
BLANK1,aroundtheisland_run5,,Blank,,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run5,,Blank,,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run5,,Blank,,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run5,,Blank,,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group006Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001ABS.dat
BLANK5,aroundtheisland_run5,,Blank,,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group006Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001ABS.dat
BLANK6,aroundtheisland_run5,,Blank,,aroundtheisland_run5/Group006Sample0001BEM.dat,aroundtheisland_run5/Group001Sample0001BEM.dat,aroundtheisland_run5/Group002Sample0001BEM.dat,aroundtheisland_run5/Group006Sample0001ABS.dat
BLANK1,aroundtheisland_run6,,Blank,,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run6,,Blank,,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group004Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run6,,Blank,,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group004Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run6,,Blank,,aroundtheisland_run6/Group004Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group004Sample0001ABS.dat
BLANK5,aroundtheisland_run6,,Blank,,aroundtheisland_run6/Group005Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group005Sample0001ABS.dat
BLANK1,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001ABS.dat
BLANK2,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run7,,Blank,,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group002Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001ABS.dat
BLANK1,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group001Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group001Sample0001ABS.dat
BLANK2,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0001ABS.dat
BLANK3,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group001Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001ABS.dat
BLANK4,aroundtheisland_run8,,Blank,,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group001Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001ABS.dat
