UniqueID	Blank	Samplepath	Blank1	Blank2	abs
CPit_C_3_29_1300	Sample	cabral\Group005Sample0005SEM.dat	cabral\Group005Sample0001BEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group005Sample0005ABS.dat
C18_L_D_3_30_0700	Sample	cabral\Group005Sample0006SEM.dat	cabral\Group005Sample0001BEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group005Sample0006ABS.dat
C12_L_D_3_30_0700	Sample	cabral\Group005Sample0007SEM.dat	cabral\Group005Sample0001BEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group005Sample0007ABS.dat
CBLANK6	Blank	cabral\Group006Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group006Sample0001ABS.dat
C08_H_D_3_30_1300	Sample	cabral\Group006Sample0001SEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group006Sample0001ABS.dat
CPitBottom_A_3_29_1500	Sample	cabral\Group006Sample0002SEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group006Sample0002ABS.dat
C10_L_D_3_30_0700	Sample	cabral\Group006Sample0003SEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group006Sample0003ABS.dat
CReefcrest_E_3_30_1300	Sample	cabral\Group006Sample0004SEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group006Sample0004ABS.dat
Creefcrest_H_3_31_0700	Sample	cabral\Group006Sample0005SEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group006Sample0005ABS.dat
CPit_J_3_31_0700	Sample	cabral\Group006Sample0006SEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group006Sample0006ABS.dat
CSpringRoad_3_30_1600	Sample	cabral\Group006Sample0007SEM.dat	cabral\Group006Sample0001BEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group006Sample0007ABS.dat
CBLANK7	Blank	cabral\Group007Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group007Sample0001ABS.dat
CReefcrest_D_3_30_0100	Sample	cabral\Group007Sample0001SEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group007Sample0001ABS.dat
CSpringBeach_3_30_1800	Sample	cabral\Group007Sample0002SEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group007Sample0002ABS.dat
CReefcrest_F_3_30_1900	Sample	cabral\Group007Sample0003SEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group007Sample0003ABS.dat
CPitBottom_D_3_31_0700	Sample	cabral\Group007Sample0004SEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group007Sample0004ABS.dat
C01_H_N_3_31_0100	Sample	cabral\Group007Sample0005SEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group007Sample0005ABS.dat
CReefcrest_G_3_31_0100	Sample	cabral\Group007Sample0006SEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group007Sample0006ABS.dat
CReefcrest_A_3_19_0100	Sample	cabral\Group007Sample0007SEM.dat	cabral\Group007Sample0001BEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group007Sample0007ABS.dat
CBLANK8	Blank	cabral\Group008Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group008Sample0001ABS.dat
C20_L_N_3_30_1900	Sample	cabral\Group008Sample0001SEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group008Sample0001ABS.dat
CPitBottom_C_3_30_1900	Sample	cabral\Group008Sample0002SEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group008Sample0002ABS.dat
C15_L_D_3_30_0700	Sample	cabral\Group008Sample0003SEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group008Sample0003ABS.dat
C13_H_D_3_30_1300	Sample	cabral\Group008Sample0004SEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group008Sample0004ABS.dat
C19_L_D_3_30_0700	Sample	cabral\Group008Sample0005SEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group008Sample0005ABS.dat
C03_H_D_3_30_1300	Sample	cabral\Group008Sample0006SEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group008Sample0006ABS.dat
C07_H_D_3_30_1300	Sample	cabral\Group008Sample0007SEM.dat	cabral\Group008Sample0001BEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group008Sample0007ABS.dat
CBLANK9	Blank	cabral\Group009Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group009Sample0001ABS.dat
C_SeepE_3_30_1600	Sample	cabral\Group009Sample0001SEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group009Sample0001ABS.dat
C01_H_D_3_30_1300	Sample	cabral\Group009Sample0002SEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group009Sample0002ABS.dat
C10_H_N_3_31_0100	Sample	cabral\Group009Sample0003SEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group009Sample0003ABS.dat
C15_H_N_3_31_0100	Sample	cabral\Group009Sample0004SEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group009Sample0004ABS.dat
C_SeepG_3_30_1000	Sample	cabral\Group009Sample0005SEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group009Sample0005ABS.dat
C17_H_N_3_31_0100	Sample	cabral\Group009Sample0006SEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group009Sample0006ABS.dat
C12_L_N_3_30_1900	Sample	cabral\Group009Sample0007SEM.dat	cabral\Group009Sample0001BEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group009Sample0007ABS.dat
CBLANK10	Blank	cabral\Group010Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group010Sample0001ABS.dat
C16_L_D_3_30_0700	Sample	cabral\Group010Sample0001SEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group010Sample0001ABS.dat
CSpringBeach_3_31_22	Sample	cabral\Group010Sample0002SEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group010Sample0002ABS.dat
CPit_H_3_30_1900	Sample	cabral\Group010Sample0003SEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group010Sample0003ABS.dat
CReefcrest_B_3_29_0700	Sample	cabral\Group010Sample0004SEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group010Sample0004ABS.dat
C15_L_N_3_30_1900	Sample	cabral\Group010Sample0005SEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group010Sample0005ABS.dat
C09_H_N_3_31_0100	Sample	cabral\Group010Sample0006SEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group010Sample0006ABS.dat
C02_H_D_3_30_1300	Sample	cabral\Group010Sample0007SEM.dat	cabral\Group010Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group010Sample0007ABS.dat
CBLANK11	Blank	cabral\Group011Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group011Sample0001ABS.dat
C_SeepA_3_30_0400	Sample	cabral\Group011Sample0001SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001ABS.dat
C13_H_N_3_31_0100	Sample	cabral\Group011Sample0002SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0002ABS.dat
C03_L_N_3_30_1900	Sample	cabral\Group011Sample0003SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0003ABS.dat
C09_L_D_3_30_0700	Sample	cabral\Group011Sample0004SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0004ABS.dat
C15_H_D_3_30_1300	Sample	cabral\Group011Sample0005SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0005ABS.dat
C14_L_N_3_30_1900_run1	Sample	cabral\Group011Sample0006SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0006ABS.dat
C07_L_N_3_30_1900_run1	Sample	cabral\Group011Sample0007SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group011Sample0007ABS.dat
CBLANK12_bad	Blank	cabral\Group012Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group012Sample0001ABS.dat
C05_L_D_3_30_0700_Bad	Sample	cabral\Group012Sample0001SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group012Sample0001ABS.dat
C11_L_D_3_30_0700_Bad	Sample	cabral\Group012Sample0002SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group012Sample0002ABS.dat
C16_L_N_3_30_1900_run1	Sample	cabral\Group012Sample0003SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group012Sample0003ABS.dat
C20_H_N_3_31_0100_run1	Sample	cabral\Group012Sample0004SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group012Sample0004ABS.dat
C19_L_N_3_30_1900_run1	Sample	cabral\Group012Sample0005SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group012Sample0005ABS.dat
C20_H_D_3_30_1300_run1	Sample	cabral\Group012Sample0006SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group012Sample0006ABS.dat
C05_H_N_3_31_0100_run1	Sample	cabral\Group012Sample0007SEM.dat	cabral\Group011Sample0001BEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group012Sample0007ABS.dat
CBLANK13	Blank	cabral\Group013Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group013Sample0001ABS.dat
C08_L_N_3_30_1900	Sample	cabral\Group013Sample0001SEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group013Sample0001ABS.dat
C14_H_N_3_31_0100	Sample	cabral\Group013Sample0002SEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group013Sample0002ABS.dat
C09_L_N_3_30_1900	Sample	cabral\Group013Sample0003SEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group013Sample0003ABS.dat
C17_L_N_3_30_1900	Sample	cabral\Group013Sample0004SEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group013Sample0004ABS.dat
C07_L_D_3_30_0700	Sample	cabral\Group013Sample0005SEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group013Sample0005ABS.dat
C18_L_N_3_30_1900	Sample	cabral\Group013Sample0006SEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group013Sample0006ABS.dat
C11_L_N_3_30_1900	Sample	cabral\Group013Sample0007SEM.dat	cabral\Group013Sample0001BEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group013Sample0007ABS.dat
CBLANK14	Blank	cabral\Group014Sample0001BEM.dat	cabral\Group002Sample0001BEM.dat	cabral\Group003Sample0001BEM.dat	cabral\Group014Sample0001ABS.dat
C03_H_N_3_31_0100	Sample	cabral\Group014Sample0001SEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group001Sample0001BEM.dat	cabral\Group014Sample0001ABS.dat
C02_L_N_3_30_1900	Sample	cabral\Group014Sample0002SEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group001Sample0001BEM.dat	cabral\Group014Sample0002ABS.dat
CSeepH_3_31_0100	Sample	cabral\Group014Sample0003SEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group001Sample0001BEM.dat	cabral\Group014Sample0003ABS.dat
C04_H_N_3_31_0100	Sample	cabral\Group014Sample0004SEM.dat	cabral\Group014Sample0001BEM.dat	cabral\Group001Sample0001BEM.dat	cabral\Group014Sample0004ABS.dat
VBLANK1	Blank	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group001Sample0001ABS.dat
V09_L_D_3_21_0800	Sample	varari\Group001Sample0001SEM.dat	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group001Sample0001ABS.dat
V13_L_D_3_21_0800	Sample	varari\Group001Sample0002SEM.dat	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group001Sample0002ABS.dat
V07_L_D_3_21_0800	Sample	varari\Group001Sample0003SEM.dat	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group001Sample0003ABS.dat
V20_L_D_3_21_0800	Sample	varari\Group001Sample0004SEM.dat	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group001Sample0004ABS.dat
V17_L_D_3_21_0800	Sample	varari\Group001Sample0005SEM.dat	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group001Sample0005ABS.dat
V05_L_D_3_21_0800	Sample	varari\Group001Sample0006SEM.dat	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group001Sample0006ABS.dat
V06_L_D_3_21_0800	Sample	varari\Group001Sample0007SEM.dat	varari\Group001Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group001Sample0007ABS.dat
VBLANK2	Blank	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group002Sample0001ABS.dat
V19_L_D_3_21_0800	Sample	varari\Group002Sample0001SEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group002Sample0001ABS.dat
V02_L_D_3_21_0800	Sample	varari\Group002Sample0002SEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group002Sample0002ABS.dat
V10_L_D_3_21_0800	Sample	varari\Group002Sample0003SEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group002Sample0003ABS.dat
V16_L_N_3_21_1600	Sample	varari\Group002Sample0004SEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group002Sample0004ABS.dat
V12_L_D_3_21_0800	Sample	varari\Group002Sample0005SEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group002Sample0005ABS.dat
V15_L_N_3_21_1600	Sample	varari\Group002Sample0006SEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group002Sample0006ABS.dat
V13_L_N_3_21_1600	Sample	varari\Group002Sample0007SEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group002Sample0007ABS.dat
VBLANK3	Blank	varari\Group003Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group003Sample0001ABS.dat
V09_L_N_3_21_1600	Sample	varari\Group003Sample0001SEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group003Sample0001ABS.dat
V19_L_N_3_21_1600	Sample	varari\Group003Sample0002SEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group003Sample0002ABS.dat
V01_L_D_3_21_0800	Sample	varari\Group003Sample0003SEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group003Sample0003ABS.dat
V05_L_N_3_21_1600	Sample	varari\Group003Sample0004SEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group003Sample0004ABS.dat
V06_L_N_3_21_1600	Sample	varari\Group003Sample0005SEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group003Sample0005ABS.dat
V08_L_N_3_21_1600	Sample	varari\Group003Sample0006SEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group003Sample0006ABS.dat
V01_L_N_3_21_1600	Sample	varari\Group003Sample0007SEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001BEM.dat	varari\Group003Sample0007ABS.dat
VBLANK4	Blank	varari\Group004Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group004Sample0001ABS.dat
V02_L_N_3_21_1600	Sample	varari\Group004Sample0001SEM.dat	varari\Group004Sample0001BEM.dat	varari\Group005Sample0001BEM.dat	varari\Group004Sample0001ABS.dat
V17_L_N_3_21_1600	Sample	varari\Group004Sample0002SEM.dat	varari\Group004Sample0001BEM.dat	varari\Group005Sample0001BEM.dat	varari\Group004Sample0002ABS.dat
V01_H_N_3_22_0200	Sample	varari\Group004Sample0003SEM.dat	varari\Group004Sample0001BEM.dat	varari\Group005Sample0001BEM.dat	varari\Group004Sample0003ABS.dat
V04_H_N_3_22_0200	Sample	varari\Group004Sample0004SEM.dat	varari\Group004Sample0001BEM.dat	varari\Group005Sample0001BEM.dat	varari\Group004Sample0004ABS.dat
V02_H_N_3_22_0200	Sample	varari\Group004Sample0005SEM.dat	varari\Group004Sample0001BEM.dat	varari\Group005Sample0001BEM.dat	varari\Group004Sample0005ABS.dat
V14_H_N_3_22_0200	Sample	varari\Group004Sample0006SEM.dat	varari\Group004Sample0001BEM.dat	varari\Group005Sample0001BEM.dat	varari\Group004Sample0006ABS.dat
V11_L_N_3_21_1600	Sample	varari\Group004Sample0007SEM.dat	varari\Group004Sample0001BEM.dat	varari\Group005Sample0001BEM.dat	varari\Group004Sample0007ABS.dat
VBLANK5	Blank	varari\Group005Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group005Sample0001ABS.dat
V16_H_N_3_22_0200	Sample	varari\Group005Sample0001SEM.dat	varari\Group005Sample0001BEM.dat	varari\Group006Sample0001BEM.dat	varari\Group005Sample0001ABS.dat
V17_H_N_3_22_0200	Sample	varari\Group005Sample0002SEM.dat	varari\Group005Sample0001BEM.dat	varari\Group006Sample0001BEM.dat	varari\Group005Sample0002ABS.dat
V20_H_N_3_22_0200	Sample	varari\Group005Sample0003SEM.dat	varari\Group005Sample0001BEM.dat	varari\Group006Sample0001BEM.dat	varari\Group005Sample0003ABS.dat
V06_H_N_3_22_0200	Sample	varari\Group005Sample0004SEM.dat	varari\Group005Sample0001BEM.dat	varari\Group006Sample0001BEM.dat	varari\Group005Sample0004ABS.dat
V11_H_N_3_22_0200	Sample	varari\Group005Sample0005SEM.dat	varari\Group005Sample0001BEM.dat	varari\Group006Sample0001BEM.dat	varari\Group005Sample0005ABS.dat
V18_H_N_3_22_0200	Sample	varari\Group005Sample0006SEM.dat	varari\Group005Sample0001BEM.dat	varari\Group006Sample0001BEM.dat	varari\Group005Sample0006ABS.dat
V03_H_N_3_22_0200	Sample	varari\Group005Sample0007SEM.dat	varari\Group005Sample0001BEM.dat	varari\Group006Sample0001BEM.dat	varari\Group005Sample0007ABS.dat
VBLANK6	Blank	varari\Group006Sample0001BEM.dat	varari\Group002Sample0001BEM.dat	varari\Group003Sample0001BEM.dat	varari\Group006Sample0001ABS.dat
V19_H_N_3_22_0200	Sample	varari\Group006Sample0001SEM.dat	varari\Group006Sample0001BEM.dat	varari\Group007Sample0001BEM.dat	varari\Group006Sample0001ABS.dat
