UniqueID,run_name,run_order,sample,group,SEM_file,blank1,blank2,ABS_file
CPitBottom_B_3_30_1300,cabral,17,Group003Sample0003,Group003,Group003Sample0003SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0003ABS.dat
C08_L_D_3_30_0700,cabral,18,Group003Sample0004,Group003,Group003Sample0004SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0004ABS.dat
C14_L_D_3_30_0700,cabral,19,Group003Sample0005,Group003,Group003Sample0005SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0005ABS.dat
C13_L_D_3_30_0700,cabral,20,Group003Sample0006,Group003,Group003Sample0006SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0006ABS.dat
CReefcrest_C_3_29_1300,cabral,21,Group003Sample0007,Group003,Group003Sample0007SEM.dat,Group003Sample0001BEM.dat,Group004Sample0001BEM.dat,Group003Sample0007ABS.dat
C19_HD_3_30_1300,cabral,22,Group004Sample0001,Group004,Group004Sample0001SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0001ABS.dat
C04_H_D_3_30_1300,cabral,23,Group004Sample0002,Group004,Group004Sample0002SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0002ABS.dat
C06_H_D_3_30_1300,cabral,24,Group004Sample0003,Group004,Group004Sample0003SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0003ABS.dat
CPit_G_3_30_1300,cabral,25,Group004Sample0004,Group004,Group004Sample0004SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0004ABS.dat
CPit_E_3_29_1900,cabral,26,Group004Sample0005,Group004,Group004Sample0005SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0005ABS.dat
C01_L_D_3_30_0700,cabral,27,Group004Sample0006,Group004,Group004Sample0006SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0006ABS.dat
C16_H_D_3_30_1300,cabral,28,Group004Sample0007,Group004,Group004Sample0007SEM.dat,Group004Sample0001BEM.dat,Group005Sample0001BEM.dat,Group004Sample0007ABS.dat
C14_H_D_3_30_1300,cabral,29,Group005Sample0001,Group005,Group005Sample0001SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0001ABS.dat
C06_L_D_3_30_0700,cabral,30,Group005Sample0002,Group005,Group005Sample0002SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0002ABS.dat
CPit_D_3_30_0100,cabral,31,Group005Sample0003,Group005,Group005Sample0003SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0003ABS.dat
C_SeepC_3_30_1000,cabral,32,Group005Sample0004,Group005,Group005Sample0004SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0004ABS.dat
CPit_C_3_29_1300,cabral,33,Group005Sample0005,Group005,Group005Sample0005SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0005ABS.dat
C18_L_D_3_30_0700,cabral,34,Group005Sample0006,Group005,Group005Sample0006SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0006ABS.dat
C12_L_D_3_30_0700,cabral,35,Group005Sample0007,Group005,Group005Sample0007SEM.dat,Group005Sample0001BEM.dat,Group006Sample0001BEM.dat,Group005Sample0007ABS.dat
C08_H_D_3_30_1300,cabral,36,Group006Sample0001,Group006,Group006Sample0001SEM.dat,Group006Sample0001BEM.dat,Group007Sample0001BEM.dat,Group006Sample0001ABS.dat
CPitBottom_A_3_29_1500,cabral,37,Group006Sample0002,Group006,Group006Sample0002SEM.dat,Group006Sample0001BEM.dat,Group007Sample0001BEM.dat,Group006Sample0002ABS.dat
C10_L_D_3_30_0700,cabral,38,Group006Sample0003,Group006,Group006Sample0003SEM.dat,Group006Sample0001BEM.dat,Group007Sample0001BEM.dat,Group006Sample0003ABS.dat
CReefcrest_E_3_30_1300,cabral,39,Group006Sample0004,Group006,Group006Sample0004SEM.dat,Group006Sample0001BEM.dat,Group007Sample0001BEM.dat,Group006Sample0004ABS.dat
Creefcrest_H_3_31_0700,cabral,40,Group006Sample0005,Group006,Group006Sample0005SEM.dat,Group006Sample0001BEM.dat,Group007Sample0001BEM.dat,Group006Sample0005ABS.dat
CPit_J_3_31_0700,cabral,41,Group006Sample0006,Group006,Group006Sample0006SEM.dat,Group006Sample0001BEM.dat,Group007Sample0001BEM.dat,Group006Sample0006ABS.dat
CSpringRoad_3_30_1600,cabral,42,Group006Sample0007,Group006,Group006Sample0007SEM.dat,Group006Sample0001BEM.dat,Group007Sample0001BEM.dat,Group006Sample0007ABS.dat
CReefcrest_D_3_30_0100,cabral,43,Group007Sample0001,Group007,Group007Sample0001SEM.dat,Group007Sample0001BEM.dat,Group008Sample0001BEM.dat,Group007Sample0001ABS.dat
CSpringBeach_3_30_1800,cabral,44,Group007Sample0002,Group007,Group007Sample0002SEM.dat,Group007Sample0001BEM.dat,Group008Sample0001BEM.dat,Group007Sample0002ABS.dat
CReefcrest_F_3_30_1900,cabral,45,Group007Sample0003,Group007,Group007Sample0003SEM.dat,Group007Sample0001BEM.dat,Group008Sample0001BEM.dat,Group007Sample0003ABS.dat
CPitBottom_D_3_31_0700,cabral,46,Group007Sample0004,Group007,Group007Sample0004SEM.dat,Group007Sample0001BEM.dat,Group008Sample0001BEM.dat,Group007Sample0004ABS.dat
C01_H_N_3_31_0100,cabral,47,Group007Sample0005,Group007,Group007Sample0005SEM.dat,Group007Sample0001BEM.dat,Group008Sample0001BEM.dat,Group007Sample0005ABS.dat
CReefcrest_G_3_31_0100,cabral,48,Group007Sample0006,Group007,Group007Sample0006SEM.dat,Group007Sample0001BEM.dat,Group008Sample0001BEM.dat,Group007Sample0006ABS.dat
CReefcrest_A_3_19_0100,cabral,49,Group007Sample0007,Group007,Group007Sample0007SEM.dat,Group007Sample0001BEM.dat,Group008Sample0001BEM.dat,Group007Sample0007ABS.dat
C20_L_N_3_30_1900,cabral,50,Group008Sample0001,Group008,Group008Sample0001SEM.dat,Group008Sample0001BEM.dat,Group009Sample0001BEM.dat,Group008Sample0001ABS.dat
CPitBottom_C_3_30_1900,cabral,51,Group008Sample0002,Group008,Group008Sample0002SEM.dat,Group008Sample0001BEM.dat,Group009Sample0001BEM.dat,Group008Sample0002ABS.dat
C15_L_D_3_30_0700,cabral,52,Group008Sample0003,Group008,Group008Sample0003SEM.dat,Group008Sample0001BEM.dat,Group009Sample0001BEM.dat,Group008Sample0003ABS.dat
C13_H_D_3_30_1300,cabral,53,Group008Sample0004,Group008,Group008Sample0004SEM.dat,Group008Sample0001BEM.dat,Group009Sample0001BEM.dat,Group008Sample0004ABS.dat
C19_L_D_3_30_0700,cabral,54,Group008Sample0005,Group008,Group008Sample0005SEM.dat,Group008Sample0001BEM.dat,Group009Sample0001BEM.dat,Group008Sample0005ABS.dat
C03_H_D_3_30_1300,cabral,55,Group008Sample0006,Group008,Group008Sample0006SEM.dat,Group008Sample0001BEM.dat,Group009Sample0001BEM.dat,Group008Sample0006ABS.dat
C07_H_D_3_30_1300,cabral,56,Group008Sample0007,Group008,Group008Sample0007SEM.dat,Group008Sample0001BEM.dat,Group009Sample0001BEM.dat,Group008Sample0007ABS.dat
C_SeepE_3_30_1600,cabral,57,Group009Sample0001,Group009,Group009Sample0001SEM.dat,Group009Sample0001BEM.dat,Group010Sample0001BEM.dat,Group009Sample0001ABS.dat
C01_H_D_3_30_1300,cabral,58,Group009Sample0002,Group009,Group009Sample0002SEM.dat,Group009Sample0001BEM.dat,Group010Sample0001BEM.dat,Group009Sample0002ABS.dat
C10_H_N_3_31_0100,cabral,59,Group009Sample0003,Group009,Group009Sample0003SEM.dat,Group009Sample0001BEM.dat,Group010Sample0001BEM.dat,Group009Sample0003ABS.dat
C15_H_N_3_31_0100,cabral,60,Group009Sample0004,Group009,Group009Sample0004SEM.dat,Group009Sample0001BEM.dat,Group010Sample0001BEM.dat,Group009Sample0004ABS.dat
C_SeepG_3_30_1000,cabral,61,Group009Sample0005,Group009,Group009Sample0005SEM.dat,Group009Sample0001BEM.dat,Group010Sample0001BEM.dat,Group009Sample0005ABS.dat
C17_H_N_3_31_0100,cabral,62,Group009Sample0006,Group009,Group009Sample0006SEM.dat,Group009Sample0001BEM.dat,Group010Sample0001BEM.dat,Group009Sample0006ABS.dat
C12_L_N_3_30_1900,cabral,63,Group009Sample0007,Group009,Group009Sample0007SEM.dat,Group009Sample0001BEM.dat,Group010Sample0001BEM.dat,Group009Sample0007ABS.dat
C16_L_D_3_30_0700,cabral,64,Group010Sample0001,Group010,Group010Sample0001SEM.dat,Group010Sample0001BEM.dat,Group011Sample0001BEM.dat,Group010Sample0001ABS.dat
CSpringBeach_3_31_22,cabral,65,Group010Sample0002,Group010,Group010Sample0002SEM.dat,Group010Sample0001BEM.dat,Group011Sample0001BEM.dat,Group010Sample0002ABS.dat
CPit_H_3_30_1900,cabral,66,Group010Sample0003,Group010,Group010Sample0003SEM.dat,Group010Sample0001BEM.dat,Group011Sample0001BEM.dat,Group010Sample0003ABS.dat
CReefcrest_B_3_29_0700,cabral,67,Group010Sample0004,Group010,Group010Sample0004SEM.dat,Group010Sample0001BEM.dat,Group011Sample0001BEM.dat,Group010Sample0004ABS.dat
C15_L_N_3_30_1900,cabral,68,Group010Sample0005,Group010,Group010Sample0005SEM.dat,Group010Sample0001BEM.dat,Group011Sample0001BEM.dat,Group010Sample0005ABS.dat
C09_H_N_3_31_0100,cabral,69,Group010Sample0006,Group010,Group010Sample0006SEM.dat,Group010Sample0001BEM.dat,Group011Sample0001BEM.dat,Group010Sample0006ABS.dat
C02_H_D_3_30_1300,cabral,70,Group010Sample0007,Group010,Group010Sample0007SEM.dat,Group010Sample0001BEM.dat,Group011Sample0001BEM.dat,Group010Sample0007ABS.dat
C_SeepA_3_30_0400,cabral,71,Group011Sample0001,Group011,Group011Sample0001SEM.dat,Group011Sample0001BEM.dat,Group013Sample0001BEM.dat,Group011Sample0001ABS.dat
C13_H_N_3_31_0100,cabral,72,Group011Sample0002,Group011,Group011Sample0002SEM.dat,Group011Sample0001BEM.dat,Group013Sample0001BEM.dat,Group011Sample0002ABS.dat
C03_L_N_3_30_1900,cabral,73,Group011Sample0003,Group011,Group011Sample0003SEM.dat,Group011Sample0001BEM.dat,Group013Sample0001BEM.dat,Group011Sample0003ABS.dat
C09_L_D_3_30_0700,cabral,74,Group011Sample0004,Group011,Group011Sample0004SEM.dat,Group011Sample0001BEM.dat,Group013Sample0001BEM.dat,Group011Sample0004ABS.dat
C15_H_D_3_30_1300,cabral,75,Group011Sample0005,Group011,Group011Sample0005SEM.dat,Group011Sample0001BEM.dat,Group013Sample0001BEM.dat,Group011Sample0005ABS.dat
C14_L_N_3_30_1900,cabral,76,Group011Sample0006,Group011,Group011Sample0006SEM.dat,Group011Sample0001BEM.dat,Group013Sample0001BEM.dat,Group011Sample0006ABS.dat
C07_L_N_3_30_1900,cabral,77,Group011Sample0007,Group011,Group011Sample0007SEM.dat,Group011Sample0001BEM.dat,Group013Sample0001BEM.dat,Group011Sample0007ABS.dat
C05_L_D_3_30_0700,cabral,78,Group012Sample0001,Group012,Group012Sample0001SEM.dat,Group014Sample0001BEM.dat,Group013Sample0001BEM.dat,Group012Sample0001ABS.dat
C11_L_D_3_30_0700,cabral,79,Group012Sample0002,Group012,Group012Sample0002SEM.dat,Group014Sample0001BEM.dat,Group013Sample0001BEM.dat,Group012Sample0002ABS.dat
C16_L_N_3_30_1900,cabral,80,Group012Sample0003,Group012,Group012Sample0003SEM.dat,Group014Sample0001BEM.dat,Group013Sample0001BEM.dat,Group012Sample0003ABS.dat
C20_H_N_3_31_0100,cabral,81,Group012Sample0004,Group012,Group012Sample0004SEM.dat,Group014Sample0001BEM.dat,Group013Sample0001BEM.dat,Group012Sample0004ABS.dat
C19_L_N_3_30_1900,cabral,82,Group012Sample0005,Group012,Group012Sample0005SEM.dat,Group014Sample0001BEM.dat,Group013Sample0001BEM.dat,Group012Sample0005ABS.dat
C20_H_D_3_30_1300,cabral,83,Group012Sample0006,Group012,Group012Sample0006SEM.dat,Group014Sample0001BEM.dat,Group013Sample0001BEM.dat,Group012Sample0006ABS.dat
C05_H_N_3_31_0100,cabral,84,Group012Sample0007,Group012,Group012Sample0007SEM.dat,Group014Sample0001BEM.dat,Group013Sample0001BEM.dat,Group012Sample0007ABS.dat
C08_L_N_3_30_1900,cabral,85,Group013Sample0001,Group013,Group013Sample0001SEM.dat,Group013Sample0001BEM.dat,Group014Sample0001BEM.dat,Group013Sample0001ABS.dat
C14_H_N_3_31_0100,cabral,86,Group013Sample0002,Group013,Group013Sample0002SEM.dat,Group013Sample0001BEM.dat,Group014Sample0001BEM.dat,Group013Sample0002ABS.dat
C09_L_N_3_30_1900,cabral,87,Group013Sample0003,Group013,Group013Sample0003SEM.dat,Group013Sample0001BEM.dat,Group014Sample0001BEM.dat,Group013Sample0003ABS.dat
C17_L_N_3_30_1900,cabral,88,Group013Sample0004,Group013,Group013Sample0004SEM.dat,Group013Sample0001BEM.dat,Group014Sample0001BEM.dat,Group013Sample0004ABS.dat
C07_L_D_3_30_0700,cabral,89,Group013Sample0005,Group013,Group013Sample0005SEM.dat,Group013Sample0001BEM.dat,Group014Sample0001BEM.dat,Group013Sample0005ABS.dat
C18_L_N_3_30_1900,cabral,90,Group013Sample0006,Group013,Group013Sample0006SEM.dat,Group013Sample0001BEM.dat,Group014Sample0001BEM.dat,Group013Sample0006ABS.dat
C11_L_N_3_30_1900,cabral,91,Group013Sample0007,Group013,Group013Sample0007SEM.dat,Group013Sample0001BEM.dat,Group014Sample0001BEM.dat,Group013Sample0007ABS.dat
C03_H_N_3_31_0100,cabral,92,Group014Sample0001,Group014,Group014Sample0001SEM.dat,Group014Sample0001BEM.dat,Group001Sample0001BEM.dat,Group014Sample0001ABS.dat
C02_L_N_3_30_1900,cabral,93,Group014Sample0002,Group014,Group014Sample0002SEM.dat,Group014Sample0001BEM.dat,Group001Sample0001BEM.dat,Group014Sample0002ABS.dat
CSeepH_3_31_0100,cabral,94,Group014Sample0003,Group014,Group014Sample0003SEM.dat,Group014Sample0001BEM.dat,Group001Sample0001BEM.dat,Group014Sample0003ABS.dat
C04_H_N_3_31_0100,cabral,95,Group014Sample0004,Group014,Group014Sample0004SEM.dat,Group014Sample0001BEM.dat,Group001Sample0001BEM.dat,Group014Sample0004ABS.dat
empty_NA,cabral,96,Group014Sample0005,Group014,Group014Sample0005SEM.dat,Group014Sample0001BEM.dat,Group001Sample0001BEM.dat,Group014Sample0005ABS.dat
